Name,Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Colour,Seats,No. of Doors,Price,Mileage_value,Mileage_unit,Engine_value,Engine_unit,Power_value,Power_unit,Company_Name,Model_Name
Mahindra XUV500,Coimbatore,2019.0,19654.0,Diesel,Automatic,First,White,7.0,5.0,17.63,14.0,kmpl,2179.0,CC,155.0,bhp,Mahindra,XUV500
Audi RS5,Mumbai,2013.0,23312.0,Petrol,Automatic,First,White,4.0,4.0,40.5,11.05,kmpl,2894.0,CC,444.0,bhp,Audi,RS5
Hyundai Verna,Mumbai,2013.0,24000.0,Petrol,Automatic,First,Others,5.0,4.0,5.95,17.01,kmpl,1591.0,CC,121.4,bhp,Hyundai,Verna
Audi Q7,Coimbatore,2016.0,28733.0,Diesel,Automatic,Second,Black/Silver,7.0,5.0,53.11,12.07,kmpl,2967.0,CC,241.4,bhp,Audi,Q7
Renault Fluence,Delhi,2012.0,87510.0,Diesel,Manual,First,Black/Silver,5.0,4.0,3.49,21.8,kmpl,1461.0,CC,78.0,bhp,Renault,Fluence
Maruti Alto,Mumbai,2019.0,171.0,Petrol,Manual,First,Black/Silver,5.0,4.0,3.6,24.7,kmpl,796.0,CC,47.3,bhp,Maruti,Alto
Hyundai i10,Kolkata,2011.0,35082.0,Petrol,Manual,First,Black/Silver,5.0,4.0,2.21,20.36,kmpl,1197.0,CC,78.9,bhp,Hyundai,i10
Skoda Yeti,Kolkata,2012.0,64284.0,Diesel,Manual,First,White,5.0,4.0,5.5,17.72,kmpl,1968.0,CC,108.49,bhp,Skoda,Yeti
Mahindra Xylo,Hyderabad,2009.0,90764.0,Diesel,Manual,First,Others,8.0,5.0,3.85,14.0,kmpl,2498.0,CC,112.0,bhp,Mahindra,Xylo
Audi A4,Kolkata,2010.0,38001.0,Petrol,Automatic,First,Black/Silver,5.0,4.0,8.5,12.3,kmpl,1781.0,CC,163.2,bhp,Audi,A4
BMW X5,Pune,2015.0,69002.0,Diesel,Automatic,First,White,5.0,4.0,50.0,15.97,kmpl,2993.0,CC,258.0,bhp,BMW,X5
Toyota Corolla,Coimbatore,2016.0,82725.0,Petrol,Automatic,First,Black/Silver,5.0,4.0,11.99,14.28,kmpl,1798.0,CC,138.03,bhp,Toyota,Corolla
Audi A6,Kochi,2014.0,54862.0,Diesel,Automatic,First,White,5.0,4.0,16.67,17.68,kmpl,1968.0,CC,174.33,bhp,Audi,A6
BMW X3,Bangalore,2012.0,52000.0,Diesel,Automatic,First,Black/Silver,5.0,4.0,24.0,16.09,kmpl,1995.0,CC,184.0,bhp,BMW,X3
Volkswagen Polo,Chennai,2012.0,64806.0,Petrol,Manual,First,Black/Silver,5.0,4.0,3.65,16.47,kmpl,1198.0,CC,73.9,bhp,Volkswagen,Polo
Maruti Alto,Jaipur,2017.0,30000.0,Petrol,Manual,First,Black/Silver,5.0,4.0,3.1,22.74,kmpl,796.0,CC,47.3,bhp,Maruti,Alto
Hyundai i10,Kochi,2012.0,65727.0,Petrol,Manual,First,Others,5.0,4.0,2.97,19.81,kmpl,1086.0,CC,68.05,bhp,Hyundai,i10
Honda City,Kolkata,2010.0,60000.0,Petrol,Manual,First,Black/Silver,5.0,4.0,2.7,17.0,kmpl,1497.0,CC,118.0,bhp,Honda,City
Audi A4,Delhi,2012.0,44555.0,Diesel,Automatic,First,Others,5.0,4.0,13.5,15.2,kmpl,1968.0,CC,140.8,bhp,Audi,A4
BMW 5,Mumbai,2008.0,81000.0,Diesel,Automatic,Second,Black/Silver,5.0,4.0,10.5,18.48,kmpl,1493.0,CC,98.59,bhp,BMW,5
Hyundai Accent,Mumbai,2010.0,32773.0,Petrol,Manual,First,Others,5.0,4.0,2.05,13.2,kmpl,1495.0,CC,94.0,bhp,Hyundai,Accent
Honda City,Mumbai,2016.0,42666.0,Petrol,Automatic,First,Others,5.0,4.0,8.95,18.0,kmpl,1497.0,CC,117.3,bhp,Honda,City
Nissan Micra,Coimbatore,2017.0,54387.0,Petrol,Automatic,First,Black/Silver,5.0,4.0,5.85,19.15,kmpl,1198.0,CC,75.94,bhp,Nissan,Micra
Hyundai Xcent,Jaipur,2014.0,60000.0,Diesel,Manual,First,Black/Silver,5.0,4.0,3.9,24.4,kmpl,1120.0,CC,71.0,bhp,Hyundai,Xcent
Hyundai Xcent,Coimbatore,2016.0,14656.0,Diesel,Manual,First,Others,5.0,4.0,6.99,24.4,kmpl,1120.0,CC,71.0,bhp,Hyundai,Xcent
Volkswagen Polo,Coimbatore,2014.0,72465.0,Petrol,Manual,First,White,5.0,4.0,5.9,16.47,kmpl,1198.0,CC,74.0,bhp,Volkswagen,Polo
Honda City,Pune,2005.0,98437.0,Petrol,Manual,First,White,5.0,4.0,1.15,13.0,kmpl,1493.0,CC,100.0,bhp,Honda,City
Mini Cooper,Kochi,2016.0,21110.0,Petrol,Automatic,First,Black/Silver,4.0,4.0,28.95,17.44,kmpl,1998.0,CC,189.08,bhp,Mini,Cooper
Ford EcoSport,Delhi,2015.0,57000.0,Diesel,Manual,First,Others,5.0,4.0,6.35,22.77,kmpl,1498.0,CC,98.59,bhp,Ford,EcoSport
Honda Amaze,Hyderabad,2014.0,57937.0,Petrol,Automatic,First,Black/Silver,5.0,4.0,5.4,15.5,kmpl,1198.0,CC,86.7,bhp,Honda,Amaze
Volvo S60,Hyderabad,2014.0,51000.0,Diesel,Automatic,First,White,5.0,4.0,21.5,27.03,kmpl,1969.0,CC,190.0,bhp,Volvo,S60
Honda City,Jaipur,2015.0,66339.0,Diesel,Manual,Second,White,5.0,4.0,6.9,25.1,kmpl,1498.0,CC,98.6,bhp,Honda,City
BMW X1,Delhi,2017.0,23000.0,Diesel,Automatic,First,Black/Silver,5.0,4.0,28.75,20.68,kmpl,1995.0,CC,190.0,bhp,BMW,X1
Renault Koleos,Delhi,2013.0,70000.0,Diesel,Automatic,Second,White,5.0,4.0,8.5,13.73,kmpl,1995.0,CC,148.0,bhp,Renault,Koleos
Hyundai Sonata,Hyderabad,2009.0,94000.0,Diesel,Automatic,First,White,5.0,4.0,5.25,11.4,kmpl,1991.0,CC,142.0,bhp,Hyundai,Sonata
Maruti 800,Chennai,2007.0,72000.0,Petrol,Manual,Third,White,4.0,4.0,1.0,16.1,kmpl,796.0,CC,37.0,bhp,Maruti,800
Hyundai EON,Kochi,2013.0,57759.0,Petrol,Manual,First,Others,5.0,4.0,3.84,21.1,kmpl,814.0,CC,55.2,bhp,Hyundai,EON
Nissan Micra,Kolkata,2013.0,45000.0,Petrol,Manual,First,Black/Silver,5.0,4.0,1.75,18.44,kmpl,1198.0,CC,75.0,bhp,Nissan,Micra
Maruti Esteem,Chennai,2007.0,30441.0,Petrol,Manual,First,Black/Silver,5.0,4.0,1.45,15.9,kmpl,1298.0,CC,85.0,bhp,Maruti,Esteem
BMW 3,Mumbai,2015.0,41000.0,Diesel,Automatic,First,Black/Silver,5.0,4.0,25.5,21.76,kmpl,1995.0,CC,190.0,bhp,BMW,3
Nissan Sunny,Jaipur,2011.0,41000.0,Petrol,Manual,Second,Black/Silver,5.0,4.0,3.0,16.95,kmpl,1498.0,CC,97.7,bhp,Nissan,Sunny
Maruti Ertiga,Delhi,2016.0,67000.0,Diesel,Manual,First,White,7.0,5.0,6.75,20.77,kmpl,1248.0,CC,88.7,bhp,Maruti,Ertiga
Hyundai i20,Hyderabad,2016.0,77076.0,Diesel,Manual,First,Black/Silver,5.0,4.0,6.75,23.0,kmpl,1396.0,CC,90.0,bhp,Hyundai,i20
Volkswagen Jetta,Pune,2013.0,58000.0,Diesel,Automatic,Second,Black/Silver,5.0,4.0,7.5,16.96,kmpl,1968.0,CC,138.03,bhp,Volkswagen,Jetta
Ford EcoSport,Coimbatore,2018.0,27852.0,Petrol,Automatic,First,Black/Silver,5.0,4.0,10.44,14.8,kmpl,1497.0,CC,121.36,bhp,Ford,EcoSport
Hyundai i20,Ahmedabad,2012.0,55362.0,Diesel,Manual,First,Black/Silver,5.0,4.0,4.25,21.9,kmpl,1396.0,CC,88.8,bhp,Hyundai,i20
Mahindra TUV,Delhi,2016.0,47035.0,Diesel,Manual,First,Black/Silver,7.0,5.0,6.95,18.49,kmpl,1493.0,CC,100.0,bhp,Mahindra,TUV
Audi Q3,Coimbatore,2016.0,86642.0,Diesel,Automatic,First,White,5.0,4.0,20.37,15.17,kmpl,1968.0,CC,181.0,bhp,Audi,Q3
Ford Fiesta,Hyderabad,2009.0,160000.0,Diesel,Manual,First,Others,5.0,4.0,2.8,17.8,kmpl,1399.0,CC,68.0,bhp,Ford,Fiesta
Volkswagen Polo,Kolkata,2012.0,52000.0,Diesel,Manual,First,Others,5.0,4.0,2.75,22.07,kmpl,1199.0,CC,73.9,bhp,Volkswagen,Polo
Maruti Wagon,Mumbai,2019.0,600.0,Petrol,Automatic,First,Others,5.0,4.0,6.25,21.5,kmpl,1197.0,CC,81.8,bhp,Maruti,Wagon
Ford EcoSport,Chennai,2015.0,80000.0,Diesel,Manual,First,Black/Silver,5.0,4.0,7.0,22.77,kmpl,1498.0,CC,98.59,bhp,Ford,EcoSport
BMW 5,Bangalore,2013.0,58500.0,Diesel,Automatic,Second,Others,5.0,4.0,27.5,17.09,kmpl,1995.0,CC,218.0,bhp,BMW,5
Audi A6,Bangalore,2015.0,37500.0,Diesel,Automatic,First,White,5.0,4.0,32.0,17.68,kmpl,1968.0,CC,174.33,bhp,Audi,A6
Porsche Cayenne,Coimbatore,2016.0,65003.0,Diesel,Automatic,First,White,5.0,4.0,67.83,13.6,kmpl,4134.0,CC,382.0,bhp,Porsche,Cayenne
Maruti Ciaz,Coimbatore,2016.0,60913.0,Petrol,Manual,First,Others,5.0,4.0,7.19,20.73,kmpl,1373.0,CC,91.1,bhp,Maruti,Ciaz
Maruti Alto,Kochi,2017.0,54250.0,Petrol,Manual,First,Others,5.0,4.0,3.51,22.74,kmpl,796.0,CC,47.3,bhp,Maruti,Alto
BMW 3,Kochi,2014.0,32982.0,Diesel,Automatic,First,Others,5.0,4.0,18.55,22.69,kmpl,1995.0,CC,98.59,bhp,BMW,3
Toyota Corolla,Pune,2015.0,43000.0,Petrol,Automatic,First,Others,5.0,4.0,12.5,14.53,kmpl,1794.0,CC,138.1,bhp,Toyota,Corolla
Maruti Wagon,Pune,2015.0,70000.0,CNG,Manual,First,White,5.0,4.0,3.65,26.2,km/kg,998.0,CC,58.2,bhp,Maruti,Wagon
Maruti Ritz,Hyderabad,2012.0,57788.0,Petrol,Automatic,First,Others,5.0,4.0,3.6,17.16,kmpl,1197.0,CC,85.8,bhp,Maruti,Ritz
Toyota Fortuner,Jaipur,2010.0,144113.0,Diesel,Manual,Second,White,7.0,5.0,11.75,11.5,kmpl,2982.0,CC,171.0,bhp,Toyota,Fortuner
Honda City,Kolkata,2014.0,39000.0,Petrol,Manual,First,Black/Silver,5.0,4.0,6.25,17.4,kmpl,1497.0,CC,117.3,bhp,Honda,City
Honda Amaze,Pune,2015.0,110000.0,Diesel,Manual,First,Black/Silver,5.0,4.0,4.65,25.8,kmpl,1498.0,CC,98.6,bhp,Honda,Amaze
Toyota Etios,Jaipur,2013.0,67000.0,Petrol,Manual,Second,White,5.0,4.0,4.05,16.78,kmpl,1496.0,CC,88.73,bhp,Toyota,Etios
Maruti Alto,Chennai,2002.0,103653.0,Petrol,Manual,Second,White,5.0,4.0,1.22,18.9,kmpl,1061.0,CC,47.0,bhp,Maruti,Alto
Maruti Alto,Chennai,2016.0,61000.0,Petrol,Manual,First,Others,5.0,4.0,2.9,24.7,kmpl,796.0,CC,47.3,bhp,Maruti,Alto
Maruti Swift,Coimbatore,2014.0,59923.0,Diesel,Manual,First,Others,5.0,4.0,6.46,22.9,kmpl,1248.0,CC,74.0,bhp,Maruti,Swift
Ford Figo,Bangalore,2013.0,38000.0,Petrol,Manual,First,White,5.0,4.0,3.55,15.6,kmpl,1196.0,CC,70.0,bhp,Ford,Figo
Toyota Etios,Mumbai,2012.0,29605.0,Petrol,Manual,First,Others,5.0,4.0,2.44,18.3,kmpl,1197.0,CC,98.59,bhp,Toyota,Etios
BMW 3,Kochi,2015.0,58390.0,Diesel,Automatic,First,Black/Silver,5.0,4.0,19.86,18.88,kmpl,1995.0,CC,184.0,bhp,BMW,3
Hyundai Santro,Pune,2006.0,108000.0,Petrol,Manual,Second,Black/Silver,5.0,4.0,1.2,17.0,kmpl,1086.0,CC,98.59,bhp,Hyundai,Santro
Honda City,Kolkata,2011.0,32572.0,Petrol,Manual,First,White,5.0,4.0,3.87,17.4,kmpl,1497.0,CC,117.3,bhp,Honda,City
BMW 5,Delhi,2012.0,49000.0,Diesel,Automatic,Second,Others,5.0,4.0,15.5,16.73,kmpl,2495.0,CC,218.0,bhp,BMW,5
Maruti Swift,Jaipur,2013.0,92000.0,Diesel,Manual,Second,Others,5.0,4.0,4.35,22.9,kmpl,1248.0,CC,74.0,bhp,Maruti,Swift
Volkswagen Vento,Mumbai,2015.0,23001.0,Petrol,Manual,First,White,5.0,4.0,5.49,15.04,kmpl,1598.0,CC,103.2,bhp,Volkswagen,Vento
Ford Figo,Coimbatore,2017.0,36154.0,Diesel,Manual,Second,Others,5.0,4.0,6.41,25.83,kmpl,1498.0,CC,99.0,bhp,Ford,Figo
Nissan Micra,Coimbatore,2014.0,47303.0,Petrol,Automatic,First,White,5.0,4.0,5.21,19.34,kmpl,1198.0,CC,76.0,bhp,Nissan,Micra
Honda Jazz,Delhi,2011.0,69768.0,Petrol,Manual,First,Black/Silver,5.0,4.0,2.9,16.0,kmpl,1198.0,CC,90.0,bhp,Honda,Jazz
Toyota Innova,Delhi,2016.0,42000.0,Diesel,Automatic,First,Black/Silver,7.0,4.0,19.6,11.36,kmpl,2755.0,CC,171.5,bhp,Toyota,Innova
Tata Zest,Kolkata,2017.0,45000.0,Diesel,Manual,First,Others,5.0,4.0,3.75,22.95,kmpl,1248.0,CC,74.0,bhp,Tata,Zest
Toyota Fortuner,Delhi,2013.0,71932.0,Diesel,Automatic,First,Others,7.0,5.0,16.5,12.55,kmpl,2982.0,CC,168.5,bhp,Toyota,Fortuner
Toyota Innova,Chennai,2006.0,196000.0,Diesel,Manual,First,Black/Silver,7.0,4.0,6.25,12.8,kmpl,2494.0,CC,102.0,bhp,Toyota,Innova
Mahindra Ssangyong,Kochi,2014.0,58995.0,Diesel,Manual,First,Black/Silver,7.0,5.0,9.25,12.83,kmpl,2696.0,CC,162.0,bhp,Mahindra,Ssangyong
Hyundai Grand,Bangalore,2014.0,61325.0,Petrol,Manual,First,Others,5.0,4.0,4.4,18.9,kmpl,1197.0,CC,81.86,bhp,Hyundai,Grand
Hyundai Grand,Coimbatore,2017.0,60993.0,Diesel,Manual,First,Others,5.0,4.0,5.21,24.0,kmpl,1120.0,CC,70.0,bhp,Hyundai,Grand
Toyota Innova,Hyderabad,2010.0,250000.0,Diesel,Manual,Second,White,7.0,4.0,6.5,12.8,kmpl,2494.0,CC,102.0,bhp,Toyota,Innova
BMW 3,Mumbai,2008.0,81308.0,Diesel,Automatic,Second,Black/Silver,5.0,4.0,7.95,13.2,kmpl,1995.0,CC,170.0,bhp,BMW,3
Maruti Baleno,Delhi,2017.0,44000.0,Petrol,Automatic,First,White,5.0,4.0,6.2,21.4,kmpl,1197.0,CC,83.1,bhp,Maruti,Baleno
Volkswagen Jetta,Chennai,2015.0,48000.0,Diesel,Automatic,First,White,5.0,4.0,13.5,16.96,kmpl,1968.0,CC,138.03,bhp,Volkswagen,Jetta
Jaguar XF,Coimbatore,2012.0,94521.0,Diesel,Automatic,First,Black/Silver,5.0,4.0,23.19,14.74,kmpl,2993.0,CC,270.9,bhp,Jaguar,XF
Ford Ecosport,Bangalore,2013.0,36000.0,Diesel,Manual,Second,Black/Silver,5.0,4.0,6.35,22.7,kmpl,1498.0,CC,89.84,bhp,Ford,Ecosport
Skoda Superb,Kochi,2012.0,53537.0,Petrol,Automatic,First,Others,5.0,4.0,6.89,13.7,kmpl,1798.0,CC,157.75,bhp,Skoda,Superb
Hyundai Accent,Jaipur,2004.0,47300.0,Petrol,Manual,Second,Black/Silver,5.0,4.0,1.2,14.4,kmpl,1599.0,CC,94.0,bhp,Hyundai,Accent
Honda Accord,Mumbai,2010.0,47000.0,Petrol,Manual,Second,White,5.0,4.0,3.5,12.8,kmpl,2354.0,CC,177.6,bhp,Honda,Accord
Hyundai Creta,Bangalore,2016.0,51000.0,Diesel,Manual,First,Black/Silver,5.0,4.0,13.25,19.67,kmpl,1582.0,CC,126.2,bhp,Hyundai,Creta
Hyundai Verna,Chennai,2009.0,64514.0,Diesel,Manual,First,Others,5.0,4.0,2.9,16.8,kmpl,1493.0,CC,110.0,bhp,Hyundai,Verna
Maruti Wagon,Kolkata,2011.0,34000.0,Petrol,Manual,First,Others,5.0,4.0,2.25,18.9,kmpl,998.0,CC,67.1,bhp,Maruti,Wagon
Renault KWID,Kochi,2017.0,21954.0,Petrol,Manual,First,Black/Silver,5.0,4.0,3.7,25.17,kmpl,799.0,CC,53.3,bhp,Renault,KWID
Maruti Swift,Hyderabad,2012.0,50000.0,Petrol,Manual,First,White,5.0,4.0,3.0,17.5,kmpl,1298.0,CC,85.8,bhp,Maruti,Swift
Volkswagen Vento,Kolkata,2014.0,17000.0,Petrol,Manual,First,White,5.0,4.0,4.25,15.04,kmpl,1598.0,CC,103.2,bhp,Volkswagen,Vento
Maruti Swift,Jaipur,2015.0,144000.0,Diesel,Manual,First,Black/Silver,5.0,4.0,5.25,26.59,kmpl,1248.0,CC,74.0,bhp,Maruti,Swift
Mahindra XUV500,Mumbai,2017.0,23000.0,Diesel,Automatic,First,White,7.0,5.0,15.5,16.0,kmpl,2179.0,CC,140.0,bhp,Mahindra,XUV500
Toyota Innova,Kolkata,2012.0,85122.0,Diesel,Manual,First,White,7.0,4.0,8.2,12.99,kmpl,2494.0,CC,100.0,bhp,Toyota,Innova
Volkswagen Vento,Hyderabad,2014.0,90000.0,Diesel,Manual,First,White,5.0,4.0,6.5,20.34,kmpl,1498.0,CC,103.2,bhp,Volkswagen,Vento
Maruti Swift,Hyderabad,2010.0,86514.0,Diesel,Manual,First,Others,5.0,4.0,4.25,17.8,kmpl,1248.0,CC,98.59,bhp,Maruti,Swift
Toyota Corolla,Mumbai,2010.0,63000.0,CNG,Manual,Second,Black/Silver,5.0,4.0,3.35,14.53,km/kg,1798.0,CC,138.0,bhp,Toyota,Corolla
Honda City,Ahmedabad,2017.0,37000.0,Diesel,Manual,First,White,5.0,4.0,11.0,26.0,kmpl,1498.0,CC,98.6,bhp,Honda,City
Hyundai Elantra,Hyderabad,2012.0,125928.0,Diesel,Manual,First,Others,5.0,4.0,9.0,22.7,kmpl,1582.0,CC,126.24,bhp,Hyundai,Elantra
BMW X1,Coimbatore,2019.0,15456.0,Diesel,Automatic,First,Black/Silver,5.0,4.0,36.64,20.68,kmpl,1995.0,CC,190.0,bhp,BMW,X1
Hyundai Grand,Jaipur,2017.0,14700.0,Petrol,Manual,First,Others,5.0,4.0,5.6,18.9,kmpl,1197.0,CC,81.86,bhp,Hyundai,Grand
Maruti Swift,Chennai,2012.0,42000.0,Petrol,Manual,Third,Black/Silver,5.0,4.0,4.5,18.6,kmpl,1197.0,CC,85.8,bhp,Maruti,Swift
Maruti Ciaz,Jaipur,2016.0,84085.0,Diesel,Manual,First,Others,5.0,4.0,6.9,26.21,kmpl,1248.0,CC,88.5,bhp,Maruti,Ciaz
Maruti Swift,Pune,2010.0,68000.0,Petrol,Manual,First,Others,5.0,4.0,2.8,22.0,kmpl,1197.0,CC,81.8,bhp,Maruti,Swift
Jeep Compass,Mumbai,2017.0,7000.0,Diesel,Manual,First,Others,5.0,4.0,17.45,17.1,kmpl,1956.0,CC,170.0,bhp,Jeep,Compass
Maruti Swift,Jaipur,2015.0,63310.0,Diesel,Manual,First,Black/Silver,5.0,4.0,5.1,28.4,kmpl,1248.0,CC,74.0,bhp,Maruti,Swift
Toyota Innova,Ahmedabad,2016.0,100200.0,Diesel,Automatic,First,Others,7.0,4.0,17.0,11.36,kmpl,2755.0,CC,171.5,bhp,Toyota,Innova
Hyundai EON,Kolkata,2014.0,26008.0,Petrol,Manual,First,Black/Silver,5.0,4.0,1.97,21.1,kmpl,814.0,CC,55.2,bhp,Hyundai,EON
Hyundai Verna,Kochi,2016.0,44875.0,Diesel,Automatic,Second,White,5.0,4.0,8.01,22.32,kmpl,1582.0,CC,126.32,bhp,Hyundai,Verna
Mahindra Scorpio,Coimbatore,2011.0,108905.0,Diesel,Automatic,Second,Others,8.0,5.0,6.21,11.79,kmpl,2179.0,CC,120.0,bhp,Mahindra,Scorpio
Volkswagen Polo,Chennai,2016.0,42000.0,Petrol,Manual,Second,Others,5.0,4.0,5.5,18.78,kmpl,999.0,CC,75.0,bhp,Volkswagen,Polo
Mahindra XUV500,Coimbatore,2016.0,67995.0,Diesel,Manual,First,Others,7.0,5.0,11.73,16.0,kmpl,2179.0,CC,140.0,bhp,Mahindra,XUV500
Volvo XC60,Hyderabad,2015.0,100000.0,Diesel,Automatic,First,Others,5.0,4.0,32.5,13.5,kmpl,2400.0,CC,215.0,bhp,Volvo,XC60
BMW 3,Mumbai,2009.0,58557.0,Diesel,Automatic,Third,Black/Silver,5.0,4.0,8.0,16.07,kmpl,1995.0,CC,181.0,bhp,BMW,3
Maruti A-Star,Hyderabad,2008.0,51366.0,Petrol,Manual,First,White,5.0,4.0,2.25,19.0,kmpl,998.0,CC,66.1,bhp,Maruti,A-Star
Chevrolet Beat,Bangalore,2012.0,65000.0,Diesel,Manual,First,Black/Silver,5.0,4.0,2.4,25.44,kmpl,936.0,CC,57.6,bhp,Chevrolet,Beat
Mercedes-Benz SLC,Coimbatore,2019.0,2526.0,Petrol,Automatic,First,Others,2.0,2.0,83.96,19.0,kmpl,2996.0,CC,362.07,bhp,Mercedes-Benz,SLC
Nissan Sunny,Chennai,2012.0,150000.0,Diesel,Manual,First,White,5.0,4.0,3.5,21.64,kmpl,1461.0,CC,84.8,bhp,Nissan,Sunny
Hyundai Verna,Kolkata,2013.0,37873.0,Diesel,Manual,First,Black/Silver,5.0,4.0,4.8,22.32,kmpl,1582.0,CC,126.32,bhp,Hyundai,Verna
Skoda Laura,Mumbai,2011.0,41988.0,Diesel,Automatic,First,Others,5.0,4.0,5.45,20.0,kmpl,1968.0,CC,138.1,bhp,Skoda,Laura
Hyundai Grand,Delhi,2013.0,63210.0,Diesel,Manual,First,Black/Silver,5.0,4.0,3.71,24.0,kmpl,1120.0,CC,70.0,bhp,Hyundai,Grand
Maruti Swift,Mumbai,2009.0,54540.0,Petrol,Manual,Third,Black/Silver,5.0,4.0,2.65,17.5,kmpl,1298.0,CC,85.8,bhp,Maruti,Swift
Hyundai Creta,Kolkata,2018.0,14000.0,Diesel,Automatic,First,Black/Silver,5.0,4.0,11.25,17.6,kmpl,1582.0,CC,126.2,bhp,Hyundai,Creta
Ford Figo,Mumbai,2011.0,30000.0,Diesel,Manual,First,Others,5.0,4.0,3.2,20.0,kmpl,1399.0,CC,68.0,bhp,Ford,Figo
Honda City,Delhi,2009.0,71499.0,Petrol,Manual,First,White,5.0,4.0,3.0,17.0,kmpl,1497.0,CC,118.0,bhp,Honda,City
Jaguar XF,Kochi,2015.0,37340.0,Diesel,Automatic,First,Others,5.0,4.0,29.98,16.36,kmpl,2179.0,CC,187.7,bhp,Jaguar,XF
Ford EcoSport,Mumbai,2017.0,26000.0,Diesel,Manual,First,White,5.0,4.0,8.99,23.0,kmpl,1498.0,CC,98.96,bhp,Ford,EcoSport
Maruti Vitara,Chennai,2016.0,45000.0,Diesel,Manual,First,White,5.0,4.0,7.15,24.3,kmpl,1248.0,CC,88.5,bhp,Maruti,Vitara
Hyundai Verna,Kochi,2019.0,12336.0,Petrol,Manual,First,Others,5.0,4.0,11.88,17.0,kmpl,1591.0,CC,121.3,bhp,Hyundai,Verna
Hyundai i20,Kolkata,2015.0,41000.0,Petrol,Manual,First,Others,5.0,4.0,4.75,18.6,kmpl,1197.0,CC,81.83,bhp,Hyundai,i20
Tata Nano,Jaipur,2012.0,80000.0,Petrol,Manual,Second,White,4.0,4.0,0.53,25.4,kmpl,624.0,CC,37.5,bhp,Tata,Nano
Ford EcoSport,Mumbai,2016.0,26000.0,Petrol,Automatic,First,Others,5.0,4.0,7.65,16.05,kmpl,1499.0,CC,110.4,bhp,Ford,EcoSport
Skoda Octavia,Hyderabad,2014.0,36000.0,Diesel,Automatic,First,Others,5.0,4.0,16.0,19.3,kmpl,1968.0,CC,141.0,bhp,Skoda,Octavia
Hyundai Grand,Coimbatore,2017.0,27417.0,Petrol,Automatic,First,Black/Silver,5.0,4.0,6.89,18.9,kmpl,1197.0,CC,82.0,bhp,Hyundai,Grand
Mercedes-Benz New,Kolkata,2012.0,22000.0,Diesel,Automatic,First,Others,5.0,4.0,14.0,14.84,kmpl,2143.0,CC,170.0,bhp,Mercedes-Benz,New
Toyota Innova,Pune,2011.0,112000.0,Diesel,Manual,First,Others,7.0,4.0,8.5,12.8,kmpl,2494.0,CC,102.0,bhp,Toyota,Innova
Honda CR-V,Bangalore,2007.0,47700.0,Petrol,Manual,Second,White,5.0,4.0,5.25,10.8,kmpl,2354.0,CC,152.0,bhp,Honda,CR-V
Maruti Alto,Coimbatore,2012.0,65349.0,Petrol,Manual,First,Others,5.0,4.0,2.81,20.92,kmpl,998.0,CC,67.1,bhp,Maruti,Alto
Audi A4,Hyderabad,2011.0,85000.0,Diesel,Automatic,First,Black/Silver,5.0,4.0,13.95,16.55,kmpl,1968.0,CC,147.51,bhp,Audi,A4
Volkswagen Vento,Pune,2015.0,55000.0,Diesel,Automatic,First,White,5.0,4.0,7.25,21.21,kmpl,1498.0,CC,103.2,bhp,Volkswagen,Vento
Audi Q5,Coimbatore,2015.0,42747.0,Diesel,Automatic,Second,Black/Silver,5.0,4.0,39.47,14.16,kmpl,1968.0,CC,174.3,bhp,Audi,Q5
Mercedes-Benz GL-Class,Delhi,2015.0,55000.0,Diesel,Automatic,First,Others,7.0,5.0,52.0,12.0,kmpl,2987.0,CC,224.0,bhp,Mercedes-Benz,GL-Class
Maruti Ertiga,Jaipur,2016.0,50000.0,Diesel,Manual,First,Black/Silver,7.0,5.0,8.7,24.52,kmpl,1248.0,CC,88.5,bhp,Maruti,Ertiga
Volkswagen Ameo,Mumbai,2017.0,12000.0,Petrol,Manual,First,White,5.0,4.0,5.4,17.0,kmpl,1198.0,CC,73.75,bhp,Volkswagen,Ameo
Maruti Zen,Pune,2008.0,42496.0,CNG,Manual,First,Others,5.0,4.0,1.4,26.3,km/kg,998.0,CC,67.1,bhp,Maruti,Zen
Hyundai i10,Bangalore,2010.0,36000.0,Petrol,Manual,Second,White,5.0,4.0,3.25,20.36,kmpl,1197.0,CC,78.9,bhp,Hyundai,i10
Hyundai Grand,Coimbatore,2017.0,23576.0,Petrol,Automatic,First,Black/Silver,5.0,4.0,7.08,18.9,kmpl,1197.0,CC,82.0,bhp,Hyundai,Grand
Skoda Superb,Kochi,2011.0,73783.0,Petrol,Automatic,Second,White,5.0,4.0,5.23,13.7,kmpl,1798.0,CC,157.75,bhp,Skoda,Superb
Maruti SX4,Mumbai,2009.0,63274.0,Petrol,Manual,Second,Black/Silver,5.0,4.0,1.99,15.0,kmpl,1586.0,CC,104.68,bhp,Maruti,SX4
Ford Figo,Jaipur,2010.0,42000.0,Petrol,Manual,First,White,5.0,4.0,2.4,15.6,kmpl,1196.0,CC,70.0,bhp,Ford,Figo
Hyundai Verna,Delhi,2011.0,67000.0,Diesel,Manual,First,Others,5.0,4.0,3.8,22.32,kmpl,1582.0,CC,126.32,bhp,Hyundai,Verna
